"Ticker"	"Nombre"	"%Var"	"Var"	"Último"	"Inserción"	"Volumen"	"Comentar"
"EM"	"SMART SHARE GLOBAL"	"-0,75%"	"-0,01"	"1,33(c)"	"14:39:36"	"595.836"	""
"DLO"	"DLOCAL LTD."	"+0,07%"	"+0,01"	"14,04(c)"	"14:39:37"	"2.133k"	""
"SPAI"	"SAFE PRO GROUP INC."	"+5,19%"	"+0,37"	"7,50(c)"	"14:39:36"	"394.178"	""
"NKTR"	"NEKTAR THERAPEUTICS"	"+0,08%"	"+0,05"	"60,55(c)"	"14:39:36"	"776.800"	""
"TOI"	"THE ONCOLOGY INSTITUTE INC."	"+5,81%"	"+0,20"	"3,64(c)"	"14:39:36"	"2.884k"	"+39'22"
"SOFI"	"SOFI TECHNOLOGIES INC."	"-2,81%"	"-0,73"	"25,24(c)"	"14:39:36"	"78,8M"	""
"QNCX"	"QUINCE THERAPEUTICS INC."	"+0,61%"	"+0,01"	"1,65(c)"	"14:39:36"	"689.821"	""
"ELVA"	"ELECTROVAYA INC."	"+5,82%"	"+0,34"	"6,18(c)"	"14:39:34"	"488.190"	""
"PROK"	"PROKIDNEY"	"-1,44%"	"-0,04"	"2,74(c)"	"14:39:12"	"2.046k"	"-53,15"
"TONX"	"TON STRATEGY COMPANY"	"-2,97%"	"-0,21"	"6,87(c)"	"14:39:12"	"422.750"	""
"BNC"	"CEA INDUSTRIES INC."	"+6,97%"	"+0,53"	"8,13(c)"	"14:39:37"	"3.070k"	""
"ABAT"	"AMERICAN BATTERY TECHNOLOGY CO."	"-2,59%"	"-0,13"	"4,88(c)"	"14:39:37"	"18,2M"	""
"ACFN"	"ACORN ENERGY INC."	"+3,46%"	"+0,98"	"29,28(c)"	"14:39:34"	"15.002"	""
"TPCS"	"TECHPRECISION CORP."	"+6,12%"	"+0,32"	"5,55(c)"	"14:39:14"	"71.194"	""
"FEIM"	"FREQUENCY ELECTRONICS INC."	"-2,19%"	"-0,78"	"34,91(c)"	"14:39:36"	"247.655"	""
"EVLV"	"EVOLV TECHNOLOGIES HLD."	"-0,67%"	"-0,05"	"7,46(c)"	"14:39:36"	"2.568k"	""
"SIFY"	"SIFY TECHNOLOGIES"	"+4,17%"	"+0,53"	"13,23(c)"	"14:39:36"	"54.482"	""
"SIGA"	"SIGA TECHNOLOGIES INC."	"+0,00%"	"+0,00"	"8,95(c)"	"14:39:36"	"422.380"	""

