Rank;"Δ Rank
(1wk)";Security;Industry;Target;Market Cap (MM);Short Float;SI Change (1m %);Float - SI (MM);Days to Cover;Price Momo (1m %);"Shares
Avail. (1K)";Borrow Fee Rate;Short Squeeze Score
12;2  ↓;"ALGS / Aligos Therapeutics, Inc. 
Aligos Therapeutics, Inc., basée aux États-Unis, opère dans le secteur de la biotechnologie, en se concentrant spécifiquement sur le développement de traitements innovants pour les maladies virales et hépatiques. La société est fortement engagée dans le développement de médicaments ciblant l’hépatite B, la NASH (stéatohépatite non alcoolique) et les coronavirus. Leur pipeline comprend des modalités avancées d'oligonucléotides et de petites molécules, visant à exploiter des mécanismes distincts pour gérer et potentiellement guérir ces conditions. L'approche d'Aligos implique des essais cliniques rigoureux et un dévouement à l'innovation scientifique pour répondre à d'importants besoins médicaux non satisfaits dans les secteurs de l'hépatologie et des maladies infectieuses. Leur engagement à répondre aux complexités de ces maladies reflète un mélange de recherche approfondie et de développement clinique stratégique.";"Produits biologiques, à l&#39;exception des substances diagnostiques (biotechnologies)";;47,15;18,79;-33,56;2,39;2,88;11,53;250,00;2,66;91,56
13;2  ↑;ENLT / Enlight Renewable Energy Ltd;Services électriques;;2 226,00;28,01;-24,07;0,29;3,45;-2,63;150,00;3,03;91,43
14;430  ↑;"IMNN / Imunon, Inc. 
Imunon, Inc., basée aux États-Unis, opère principalement dans le secteur de la biotechnologie, en se concentrant sur le développement de nouveaux traitements d'immunothérapie. L'entreprise se concentre particulièrement sur les thérapies innovantes qui engagent et modulent le système immunitaire pour lutter contre le cancer et les maladies auto-immunes, entre autres problèmes de santé graves. L'une des activités clés d'Imunon concerne le développement de son principal candidat, UV1, un vaccin à base de peptides destiné au mélanome, un type de cancer de la peau. Ce vaccin est en cours d'essais cliniques et représente une part importante des efforts de la société visant à améliorer les résultats du traitement oncologique grâce à l'activation du système immunitaire, démontrant ainsi l'engagement d'Imunon à être pionnier dans le paysage thérapeutique.";Préparations pharmaceutiques;;20,91;26,59;401,29;14,11;1,42;20,95;0,00;525,52;91,27
15;32  ↑;"GPUS / Hyperscale Data, Inc. 
Ault Alliance, Inc., basée aux États-Unis, opère principalement dans le secteur des holdings diversifiées, intervenant dans plusieurs secteurs, notamment la finance, l'immobilier et la technologie. L'entreprise se distingue par ses investissements dans des industries de rupture et des technologies innovantes. Les projets clés d'Ault Alliance révèlent une forte concentration sur les initiatives en matière d'énergies renouvelables, notamment à travers le développement et la gestion des opérations d'énergie solaire. De plus, la société s’est aventurée dans les technologies d’actifs numériques, reflétant une approche moderne de l’adoption des innovations en matière de cryptomonnaie et de blockchain. Les investissements stratégiques d'Ault Alliance dans des secteurs à forte croissance s'alignent sur son objectif plus large d'atteindre la durabilité et d'améliorer la valeur pour les actionnaires grâce à une gestion d'actifs diversifiée et tactique.";Machines et équipements pour les champs pétroliers et gaziers;T;28,85;20,52;173,28;2,22;1,53;-13,75;70,00;254,99;90,93
16;6  ↑;"TSAT / Telesat Corporation 
Télésat Corporation, dont le siège social est situé à Ottawa, au Canada, opère dans le secteur des communications par satellite et fournit des services de télécommunications avancés à l'échelle mondiale. La société est spécialisée dans la télévision par satellite, l'Internet, les services de données et les liaisons mobiles, s'adressant à un large éventail de clients, notamment des diffuseurs multimédias, des fournisseurs de services Internet et des organisations gouvernementales. Un projet important entrepris par Télésat est le développement de son réseau satellite en orbite terrestre basse (LEO), nommé Lightspeed, visant à améliorer la connectivité mondiale à large bande avec des services de communication à haute capacité et à faible latence. Cette initiative représente l'engagement de Télésat à tirer parti de la technologie satellitaire de pointe pour répondre à la demande croissante de services de communication fiables et rapides à l'échelle mondiale, renforçant ainsi sa position concurrentielle dans le secteur des télécommunications par satellite.";Services de communications, non classés ailleurs;;247,09;53,84;159,32;0,40;7,48;1,26;600,00;0,52;90,71
17;2  ↑;"HPK / HighPeak Energy, Inc. 
HighPeak Energy, Inc., dont le siège est aux États-Unis, opère principalement dans l'industrie du pétrole et du gaz naturel. En tant que société énergétique indépendante, elle se concentre sur l'exploration, l'acquisition et le développement de réserves terrestres de pétrole et de gaz naturel. Au cœur des opérations de HighPeak Energy se trouve sa concentration sur le développement d'actifs dans le bassin permien, en particulier dans le comté de Howard au Texas. Cette région est reconnue pour ses riches ressources en hydrocarbures, ce qui en fait une zone stratégique pour les activités de forage et de production de l'entreprise. HighPeak Energy s'engage à tirer parti des technologies avancées et des pratiques durables pour optimiser l'extraction des ressources et minimiser l'impact environnemental, en s'alignant sur les normes modernes de production d'énergie et les demandes du marché.";Forage de puits de pétrole et de gaz;;1 502,72;30,91;16,37;12,43;22,08;8,97;150,00;15,92;90,68
18;72  ↑;AKYA / Akoya Biosciences, Inc.;"Instruments d&#39;analyse de laboratoire";;61,83;22,48;37,41;9,81;13,65;6,80;5,00;18,84;90,66
19;3  ↓;"QMCO / Quantum Corporation 
Quantum Corporation, basée aux États-Unis, opère principalement dans le secteur du stockage de données, spécialisée dans les solutions évolutives adaptées à la préservation, à la gestion et à l'accès aux actifs numériques. La gamme de produits robuste de la société comprend du matériel de système de fichiers hautes performances, des systèmes de stockage d'objets et une technologie d'automatisation de bandes, répondant à la fois aux clients de l'entreprise et aux besoins spécifiques du secteur. Quantum a marqué son influence grâce à des innovations stratégiques dans la capture et l'analyse de grandes quantités de données non structurées, en particulier dans des secteurs tels que la vidéosurveillance, les médias et le divertissement, ainsi que les services basés sur le cloud. Ces efforts se concentrent sur l’amélioration de l’accessibilité et de la sécurité des données, en fournissant des solutions complètes qui répondent aux défis des environnements à forte intensité de données. De plus, l'engagement de Quantum en matière de R&D garantit que sa technologie reste à la pointe, conservant ainsi sa pertinence dans un paysage numérique en évolution rapide.";Périphériques de stockage informatique;;52,70;27,42;5,41;4,23;0,79;-7,63;100,00;50,21;90,54
20;4  ↑;LUCK / Lucky Strike Entertainment Corporation;Services de divertissement et de loisirs;;1 279,07;38,69;-4,98;8,75;32,55;-0,10;250,00;20,52;90,49
21;64  ↑;EPSM / Epsium Enterprise Limited;;;241,57;9,85;45 149,34;1,87;0,72;25,35;20,00;266,59;90,18
22;9  ↑;TNXP / Tonix Pharmaceuticals Holding Corp.;Préparations pharmaceutiques;;219,95;14,43;-5,83;6,26;1,54;7,32;100,00;55,45;90,14
23;13  ↑;"NEGG / Newegg Commerce, Inc. 
Newegg Commerce, Inc. est l'un des principaux détaillants en ligne dont le siège est aux États-Unis, plus précisément à City of Industry, en Californie. Spécialisée dans l'électronique grand public et le matériel informatique, la société s'adresse aux passionnés de technologie et aux consommateurs en général en proposant une large gamme de produits, notamment des systèmes informatiques, des composants, des produits de jeux et d'autres produits liés à la technologie. Depuis sa création, Newegg est devenue très appréciée pour sa plateforme de commerce électronique efficace et son service client. Les principaux projets et initiatives ont consisté à étendre ses services logistiques, à améliorer l'expérience utilisateur sur sa plateforme et à pénétrer les marchés internationaux pour être compétitif à l'échelle mondiale. La société met l'accent sur les solutions innovantes en matière de technologie de commerce électronique et s'efforce continuellement de répondre aux demandes changeantes des acheteurs férus de technologie.";Magasins de détail, non classés ailleurs;;182,51;12,10;119,75;1,10;0,12;19,13;55,00;5,31;89,97
24;8  ↑;"BMEA / Biomea Fusion, Inc. 
Biomea Fusion se concentre sur la découverte, le développement et la commercialisation de petites molécules irréversibles pour traiter les patients atteints de cancers génétiquement définis.";Préparations pharmaceutiques;;88,86;35,25;7,60;19,03;9,92;11,32;45,00;85,18;89,89
25;2  ↓;ACDC / ProFrac Holding Corp.;Services pour champs pétroliers et gaziers, non classés ailleurs;;1 465,83;22,10;-7,04;14,13;5,43;19,99;400,00;26,88;89,67
26;7  ↑;IMPP / Imperial Petroleum Inc.;Transport étranger de marchandises en haute mer;;106,41;21,54;-13,20;9,56;5,31;15,78;1 000,00;6,72;89,63
27;3  ↑;"CRBP / Corbus Pharmaceuticals Holdings, Inc. 
Corbus Pharmaceuticals Holdings est une société en phase clinique axée sur le développement et la commercialisation de nouveaux médicaments conçus pour cibler le système endocannabinoïde.";Préparations pharmaceutiques;;108,38;24,35;-14,33;5,69;14,90;5,24;100,00;1,41;89,44
28;17  ↓;ARTV / Artiva Biotherapeutics, Inc.;;;48,48;21,56;-11,15;4,64;10,25;-2,70;10,00;11,83;89,16
29;12  ↑;TENX / Tenax Therapeutics, Inc.;Préparations pharmaceutiques;;225,23;11,91;-7,61;2,30;28,89;-0,04;15,00;115,53;89,16
30;2  ↓;"OKUR / OnKure Therapeutics, Inc. 
OnKure Therapeutics, Inc. est une société biopharmaceutique basée aux États-Unis qui se concentre sur le développement de thérapies innovantes pour le traitement du cancer, ciblant notamment de nouveaux mécanismes moléculaires.";Préparations pharmaceutiques;;35,62;13,37;-54,08;3,44;6,03;9,89;800,00;5,46;88,96
31;6  ↑;BIRD / Allbirds, Inc.;Vêtements et autres produits finis fabriqués à partir de tissus et matériaux similaires;;85,81;15,97;-1,85;4,57;3,45;37,99;35,00;1,79;88,92
32;3  ↑;SEPN / Septerna, Inc.;;;446,64;24,16;31,31;13,78;11,81;16,55;800,00;8,44;88,83
33;12  ↓;"RNAC / Cartesian Therapeutics, Inc. 
Cartesian Therapeutics, Inc., basée aux États-Unis, opère principalement dans le secteur de la biotechnologie, en se concentrant sur le développement de thérapies innovantes. La société se distingue par ses travaux pionniers dans le domaine des thérapies cellulaires conçues pour cibler les maladies auto-immunes, le cancer et les affections respiratoires. Un aspect important de l'approche de Cartesian Therapeutics consiste à utiliser la technologie de l'ARNm pour modifier les cellules, dans le but d'obtenir des réponses thérapeutiques plus contrôlées et plus robustes. Parmi ses projets clés figurent des thérapies ciblées contre la myasthénie grave et le syndrome de détresse respiratoire aiguë, reflétant son engagement à relever des défis médicaux complexes. L'entreprise s'appuie sur des méthodologies scientifiques de pointe pour faire progresser son portefeuille de produits, démontrant ainsi son engagement ferme à révolutionner le paysage du traitement grâce à des percées biotechnologiques.";Préparations pharmaceutiques;;270,77;27,31;7,07;6,79;57,20;-1,11;100,00;6,86;88,82
34;8  ↑;SION / Sionna Therapeutics, Inc.;;;719,14;21,38;25,32;10,56;27,46;5,91;75,00;7,48;88,76
35;133  ↑;"GORV / Lazydays Holdings, Inc. 
Lazydays Holdings, Inc., basée aux États-Unis, est une entité de premier plan dans l'industrie des véhicules récréatifs (VR). L'entreprise se spécialise dans la vente et l'entretien de camping-cars, ainsi que dans l'offre de produits et accessoires connexes. En tant qu'acteur clé de son secteur, Lazydays s'appuie sur une gamme complète de services comprenant la vente, le financement, l'assurance et l'entretien de VR. La société exploite un réseau de concessions dans divers États américains, facilitant ainsi une large portée géographique dans la prestation de ses services. De plus, Lazydays est activement engagé dans l'expansion de sa franchise par le biais d'acquisitions stratégiques, visant à accroître sa présence sur le marché tout en répondant aux besoins changeants des amateurs de VR. Cette approche contribue à maintenir son engagement à fournir un service et un support client de haute qualité, qui sont au cœur de son modèle commercial et de sa stratégie de croissance.";Extraction de métaux;;27,00;15,37;96,98;9,13;1,96;21,27;300,00;12,66;88,68
36;9  ↓;FLWS / 1-800-FLOWERS.COM, Inc.;Magasins de détail, non classés ailleurs;;316,40;74,52;29,97;3,64;25,36;-2,83;25,00;1,27;88,56
37;17  ↓;INMB / INmune Bio, Inc.;"Produits biologiques, à l&#39;exception des substances diagnostiques (biotechnologies)";;176,56;40,62;3,31;9,03;8,57;-2,75;100,00;12,36;88,50
38;24  ↑;"KPTI / Karyopharm Therapeutics Inc. 
Karyopharm Therapeutics Inc. est une société biopharmaceutique basée aux États-Unis, dont le siège social est plus précisément à Newton, dans le Massachusetts. Elle opère principalement dans l'industrie pharmaceutique, en se concentrant sur la découverte, le développement et la commercialisation de nouvelles thérapies pour le traitement du cancer et d'autres maladies majeures. Parmi ses projets clés figure le développement de Selinexor, un composé oral inhibiteur sélectif de l'exportation nucléaire (SINE) premier de sa catégorie, qui a montré son potentiel dans le traitement de plusieurs types de cancer. La société a fait progresser avec succès ce composé à travers divers essais cliniques, conduisant à son approbation par la FDA pour des applications oncologiques spécifiques. Karyopharm continue d'étendre ses recherches sur la technologie SINE pour explorer les potentiels thérapeutiques dans un large éventail de maladies.";Préparations pharmaceutiques;;37,53;26,29;13,07;5,81;38,09;-4,33;35,00;9,52;88,46
39;33  ↓;BKKT / Bakkt Holdings, Inc.;Services financiers;;81,94;22,67;5,72;4,97;5,14;-11,55;300,00;16,59;88,35
40;9  ↑;"CAMP / Camp4 Therapeutics Corporation 
CalAmp Corp., basée aux États-Unis, opère principalement dans le secteur des communications sans fil, proposant des solutions technologiques complètes qui facilitent la connectivité des données critiques et une gestion transparente des ressources mobiles. Principalement reconnue pour ses produits télématiques, la société conçoit et commercialise une large gamme d'appareils, notamment des systèmes de suivi GPS et des applications logicielles, destinés aux entreprises mondiales à la recherche de solutions efficaces de gestion de flotte et de suivi des actifs. Les projets clés mettent l'accent sur l'amélioration de la connectivité au sein des secteurs du transport et de l'automobile, en se concentrant sur les innovations en matière d'intégration de l'IoT (Internet des objets) et des plates-formes SaaS (Software as a Service). Les initiatives stratégiques de CalAmp visent à affiner le traitement de l'information en temps réel et à améliorer l'efficacité opérationnelle de sa clientèle diversifiée, couvrant divers secteurs commerciaux et gouvernementaux.";Équipement de radiodiffusion et de télévision et de communication;;31,04;15,15;41,23;2,75;6,24;-16,74;7,00;34,57;87,83
41;7  ↓;ALMS / Alumis Inc.;;;171,38;42,54;18,28;4,98;5,51;-15,56;600,00;4,73;87,66
42;21  ↑;"LFVN / LifeVantage Corporation 
LifeVantage Corporation, basée aux États-Unis, opère dans le secteur de la santé et du bien-être, en se concentrant principalement sur les nutraceutiques et les compléments alimentaires. La société utilise un modèle de vente directe pour commercialiser ses produits, qui comprennent des solutions anti-âge et de bien-être conçues au niveau cellulaire. Parmi ses gammes de produits importantes figurent Protandim®, un complément alimentaire scientifiquement formulé qui améliore les processus naturels de réparation cellulaire du corps, et TrueScience®, un régime de soins de la peau basé sur une science anti-âge de pointe. LifeVantage met également l'accent sur l'exploitation de la recherche en nutrigénomique, en étudiant comment la nutrition et les composés naturels affectent le génome humain, poursuivant ainsi activement l'innovation en matière de biohacking pour l'optimisation du bien-être. Cette approche souligne l'engagement de l'entreprise à faire progresser les technologies de la santé grâce à une science fondée sur des preuves.";Préparations pharmaceutiques;;157,01;23,28;14,70;6,57;28,04;0,01;90,00;1,99;87,48
43;14  ↓;"KRUS / Kura Sushi USA, Inc. 
Kura Sushi USA, Inc. est un concept de restaurant japonais comptant 28 emplacements dans six États et à Washington DC. La société offre à ses clients une expérience culinaire distinctive fondée sur une cuisine japonaise authentique et un modèle de service de sushi tournant et engageant.";Restaurants, restaurants et lieux de restauration;;946,69;29,16;27,15;4,08;5,47;3,84;95,00;0,46;87,43
44;1222  ↑;BOSC / B.O.S. Better Online Solutions Ltd.;Équipement de communication informatique;;27,25;9,94;281,05;4,72;4,97;7,12;90,00;73,73;87,42
45;37  ↓;UP / Wheels Up Experience Inc.;Transport aérien, non régulier;;929,37;58,18;-5,89;11,35;20,83;-14,73;90,00;48,17;87,38
46;12  ↑;"AEHR / Aehr Test Systems, Inc. 
Aehr Test Systems est l'un des principaux fournisseurs d'équipements de test de semi-conducteurs basé aux États-Unis, dont le siège social est à Fremont, en Californie. Opérant principalement dans l'industrie des semi-conducteurs, la société se concentre sur le développement et la fabrication de systèmes avancés pour garantir la fiabilité des dispositifs à semi-conducteurs pendant les phases de production et de post-production. Les produits clés comprennent des montages de test, des rodages et des systèmes de test qui sont essentiels pour évaluer la fonctionnalité et l'endurance des circuits intégrés et des tranches de silicium. Un projet important est son système FOX-XP, qui prend en charge la production en grand volume et les tests précoces de taux de défaillance de puces logiques et de mémoire complexes. Les innovations d'Aehr servent principalement les marchés de l'automobile, de l'électronique grand public et du stockage de données, aidant les fabricants à améliorer la qualité et la fiabilité des produits électroniques de pointe.";"Instruments de mesure et de test de l&#39;électricité et des signaux électriques";;337,07;27,34;-0,58;19,29;6,34;6,48;100,00;8,91;87,13
47;20  ↑;TSSI / TSS, Inc.;Services de conseil en gestion;;431,72;18,88;42,53;11,98;1,22;28,47;200,00;3,82;87,05
48;58  ↑;ZENA / ZenaTech, Inc.;;T;127,04;11,16;77,03;9,48;0,17;46,48;55,00;374,75;87,03
49;283  ↑;"ASST / Asset Entities Inc. 
Asset Entities Inc. est une société américaine qui fournit des services de marketing sur les réseaux sociaux sur des plateformes telles que Discord et TikTok.";Logiciel préemballé;;82,80;23,22;676,24;11,44;1,22;-4,92;0,00;150,25;87,02
50;15  ↑;MBX / MBX Biosciences, Inc.;;;347,95;34,87;-11,44;8,86;23,54;-4,34;35,00;6,48;87,01
51;1  ↓;TKNO / Alpha Teknova, Inc.;Substances de diagnostic in vitro et in vivo;;291,68;28,24;2,24;7,35;14,18;-11,50;1 000,00;8,93;86,96
52;12  ↓;"FCEL / FuelCell Energy, Inc. 
FuelCell Energy, Inc., basée aux États-Unis, opère dans le secteur de l'énergie et se spécialise principalement dans la conception, la fabrication, l'exploitation et l'entretien de centrales électriques à piles à combustible. L'expertise de l'entreprise réside dans sa technologie exclusive de pile à combustible qui facilite la production efficace d'énergie ultra propre, fiable et abordable, en se concentrant sur le gaz naturel et le biogaz comme combustibles primaires. Les principaux projets entrepris par FuelCell Energy comprennent des collaborations avec diverses industries et services publics mondiaux pour installer et gérer des installations de piles à combustible, ce qui améliore considérablement la résilience énergétique et réduit l'empreinte environnementale. Les innovations de l'entreprise prennent en charge de nombreuses applications commerciales, industrielles et municipales, soulignant son rôle dans l'avancement des solutions énergétiques durables dans le monde entier.";Appareils industriels électriques;T;137,26;18,07;-10,12;18,61;2,09;8,30;15,00;33,39;86,94
53;;GLSI / Greenwich LifeSciences, Inc.;Préparations pharmaceutiques;;121,46;15,70;5,40;5,15;45,46;-4,76;150,00;18,42;86,85
54;22  ↑;"RRGB / Red Robin Gourmet Burgers, Inc. 
Red Robin Gourmet Burgers, Inc. est une société basée aux États-Unis, principalement active dans le secteur de la restauration décontractée. Fondée en 1969 et basée à Greenwood Village, Colorado, la société exploite des chaînes spécialisées dans les hamburgers et les bières gastronomiques. Red Robin a une forte présence aux États-Unis avec plus de 500 restaurants appartenant à l'entreprise et franchisés. Les projets clés de l'entreprise se concentrent souvent sur l'innovation des menus, l'amélioration du service client et l'efficacité opérationnelle afin d'améliorer l'expérience client et d'accroître la rentabilité. Par exemple, des initiatives telles que les tableaux de menus numériques, l'optimisation des ventes hors site grâce à de meilleurs services de livraison et de vente à emporter, et les investissements dans les mises à niveau technologiques ont été au cœur de sa stratégie pour naviguer dans le paysage concurrentiel de la restauration.";Restaurants, restaurants et lieux de restauration;;85,67;20,11;18,52;12,07;4,79;5,91;150,00;3,61;86,73
55;25  ↑;RDW / Redwire Corporation;Missiles guidés et véhicules spatiaux et pièces détachées;;1 470,73;22,15;14,77;25,97;2,30;22,01;0,00;45,86;86,66
56;12  ↓;ZYXI / Zynex, Inc.;Appareil électromédical et électrothérapeutique;;63,79;25,46;4,16;11,66;36,79;-1,32;95,00;8,41;86,65
57;43  ↓;RENT / Rent the Runway, Inc.;Services aux entreprises, non classés ailleurs;;21,48;14,22;-28,28;1,82;2,32;-18,15;70,00;9,61;86,60
58;1  ↑;DFDV / DeFi Development Corp.;Courtiers en prêts;;258,70;9,45;;7,04;0,39;43,63;0,00;229,17;86,45
59;4  ↓;"CAR / Avis Budget Group, Inc. 
Avis Budget Group Inc. est une société basée aux États-Unis qui propose des services de location et de crédit-bail de véhicules aux consommateurs et aux entreprises.";Location Et Leasing Automobiles, Sans Chauffeurs;;4 291,94;43,54;25,51;8,08;8,43;3,27;55,00;0,54;86,38
60;14  ↓;"NVFY / Nova LifeStyle, Inc. 
Nova LifeStyle, Inc. est une entreprise internationale de meubles basée aux États-Unis, dont le siège est spécifiquement à Commerce, en Californie. Elle opère principalement dans le secteur des biens de consommation, en se concentrant sur la conception, la fabrication et la distribution de meubles de style de vie modernes. Les produits de l'entreprise comprennent une grande variété d'articles tels que des canapés, des tables à manger et des cadres de lit, destinés aux marchés résidentiels et commerciaux. Les projets et initiatives clés de Nova LifeStyle impliquent souvent le développement de lignes de meubles innovantes et respectueuses de l'environnement et l'expansion sur de nouveaux marchés, en tirant parti des plateformes de commerce électronique pour améliorer la portée des clients et l'efficacité opérationnelle. Les activités stratégiques de l'entreprise témoignent d'un engagement envers la durabilité et l'adaptabilité dans un secteur compétitif.";Meubles de maison;;17,96;8,05;-11,83;3,12;1,54;14,75;35,00;55,74;86,35
61;23  ↑;TYRA / Tyra Biosciences, Inc.;Préparations pharmaceutiques;;553,20;35,21;26,45;9,16;11,33;1,94;55,00;0,77;86,34
62;178  ↑;UFG / Uni-Fuels Holdings Limited;;;71,85;11,85;139,09;2,13;3,09;-22,10;10,00;85,51;86,33
63;15  ↓;"CAPR / Capricor Therapeutics, Inc. 
Capricor Therapeutics, Inc., dont le siège est aux États-Unis, opère principalement dans le secteur de la biotechnologie. Il se concentre sur le développement de thérapies biologiques pour des maladies dont les besoins médicaux ne sont pas satisfaits, notamment des maladies rares telles que la dystrophie musculaire de Duchenne (DMD) et d'autres affections impliquant une détérioration des muscles cardiaques et squelettiques. Un projet clé concerne son candidat principal, CAP-1002, qui consiste en des cellules allogéniques dérivées de la cardiosphère visant à moduler la réponse immunitaire de l'organisme et à faciliter la régénération musculaire. L'approche innovante de la société met en évidence son engagement à relever des défis de santé cruciaux en exploitant le potentiel thérapeutique de la technologie des cellules et des exosomes, ce qui l'a placée à l'avant-garde de la médecine régénérative et du traitement des maladies musculaires.";Préparations pharmaceutiques;;538,07;27,58;3,84;29,09;5,43;11,27;35,00;26,71;86,32
64;998  ↑;LITM / Snow Lake Resources Ltd.;;;22,10;15,28;401,17;6,02;2,74;-7,87;50,00;55,89;86,30
65;24  ↑;"ANVS / Annovis Bio, Inc. 
Annovis Bio est une société de plateforme pharmaceutique au stade clinique traitant de la neurodégénérescence, telle que la maladie d'Alzheimer (MA), la maladie de Parkinson (PD) et la maladie d'Alzheimer associée au syndrome de Down (AD-DS).";Préparations pharmaceutiques;;54,76;13,50;8,24;13,54;5,62;17,73;2,00;17,81;86,16
66;28  ↑;"DNA / Ginkgo Bioworks Holdings, Inc. 
Tourmaline Oil Corp est une société énergétique canadienne engagée dans l'exploration, le développement, la production et la commercialisation de gaz naturel, de pétrole brut et de liquides de gaz naturel. L'entreprise opère principalement dans le bassin sédimentaire de l'Ouest canadien.";Pétrole brut et gaz naturel;;489,00;29,33;1,59;28,49;9,17;6,43;35,00;16,61;85,88
67;12  ↑;WEST / Westrock Coffee Company;"Équipement de chauffage, à l&#39;exception des fournaises électriques et à air chaud";;623,56;47,85;1,84;7,23;29,41;-6,10;1,00;1,58;85,67
