Rank;"Δ Rank
(1wk)";Security;Industry;Target;Market Cap (MM);Short Float;SI Change (1m %);Float - SI (MM);Days to Cover;Price Momo (1m %);"Shares
Avail. (1K)";Borrow Fee Rate;Short Squeeze Score
11;10  ↑;ALMS / Alumis Inc.;;;219.81;46.56;25.35;4.63;3.93;19.86;300.00;3.11;93.32
12;15  ↑;VVOS / Vivos Therapeutics, Inc.;Instrumentos y aparatos quirúrgicos y médicos;;27.83;12.41;54.25;3.34;1.35;7.03;100.00;144.51;93.29
13;13  ↑;TNXP / Tonix Pharmaceuticals Holding Corp.;Preparaciones Farmacéuticas;;326.08;16.34;7.04;6.19;1.75;12.12;200.00;35.66;93.24
14;43  ↑;TKNO / Alpha Teknova, Inc.;Sustancias para diagnóstico in vitro e in vivo;;274.69;28.15;7.35;7.38;7.04;8.33;1,200.00;10.35;93.04
15;3  ↑;FLWS / 1-800-FLOWERS.COM, Inc.;Tiendas minoristas, no clasificadas en otra parte;;432.47;72.89;-1.87;3.86;17.67;23.46;7.00;1.49;93.01
16;;NGNE / Neurogene Inc.;Preparaciones Farmacéuticas;;325.46;68.43;-1.48;1.02;12.36;10.50;6.00;0.75;92.75
17;9  ↓;"GORV / Lazydays Holdings, Inc. 
Lazydays Holdings, Inc., con sede en Estados Unidos, es una entidad destacada dentro de la industria de vehículos recreativos (RV). La empresa se especializa en la venta y servicio de vehículos recreativos, además de ofrecer productos y accesorios relacionados. Como actor clave en su sector, Lazydays aprovecha un conjunto integral de servicios que abarca la venta, financiación, seguros y mantenimiento de vehículos recreativos. La empresa opera una red de concesionarios en varios estados de Estados Unidos, lo que facilita un amplio alcance geográfico en la prestación de sus servicios. Además, Lazydays participa activamente en la expansión de su franquicia a través de adquisiciones estratégicas, con el objetivo de mejorar su presencia en el mercado y al mismo tiempo satisfacer las necesidades cambiantes de los entusiastas de los vehículos recreativos. Este enfoque ayuda a mantener su compromiso de brindar soporte y servicio al cliente de alta calidad, lo cual es fundamental para su modelo de negocio y estrategia de crecimiento.";Minería de metales;;24.04;21.92;148.20;0.28;1.00;-1.80;65.00;10.84;92.63
18;21  ↑;MBX / MBX Biosciences, Inc.;;;485.32;36.52;6.83;8.64;11.83;17.95;100.00;5.96;92.55
19;;LUCK / Lucky Strike Entertainment Corporation;Servicios de diversión y recreación;;1,466.62;34.04;-4.54;9.41;18.97;3.96;35.00;14.10;92.33
20;20  ↑;GWH / ESS Tech, Inc.;;;23.84;14.37;5.02;6.16;3.61;30.21;400.00;14.15;92.12
21;28  ↑;"CAMP / Camp4 Therapeutics Corporation 
CalAmp Corp., con sede en Estados Unidos, opera principalmente en la industria de las comunicaciones inalámbricas y ofrece soluciones tecnológicas integrales que facilitan la conectividad de datos críticos y la gestión perfecta de recursos móviles. Predominantemente reconocida por sus productos telemáticos, la empresa diseña y comercializa una amplia gama de dispositivos, incluidos sistemas de seguimiento GPS y aplicaciones de software que atienden a empresas globales que buscan soluciones eficientes de gestión de flotas y seguimiento de activos. Los proyectos clave hacen hincapié en mejorar la conectividad dentro de los sectores del transporte y la automoción, centrándose en innovaciones en la integración de IoT (Internet de las cosas) y plataformas SaaS (software como servicio). Las iniciativas estratégicas de CalAmp tienen como objetivo perfeccionar el procesamiento de información en tiempo real y mejorar la eficiencia operativa para su diversa clientela, que abarca diversos sectores comerciales y gubernamentales.";Equipos de Comunicaciones y Difusión de Radio y Televisión;;35.07;10.34;-30.90;2.91;1.74;7.29;15.00;40.67;91.95
22;10  ↓;BKKT / Bakkt Holdings, Inc.;Servicios financieros;;114.29;26.55;23.83;4.85;2.28;0.39;45.00;12.55;91.91
23;24  ↑;"KIRK / Kirkland's, Inc. 
Kirkland's, Inc., con sede en Estados Unidos, opera dentro de la industria minorista y se especializa en productos de decoración para el hogar. Ofrece una amplia gama de productos que incluyen muebles, textiles y diversos accesorios decorativos. Una parte integral de su estrategia comercial son sus tiendas físicas ubicadas estratégicamente en todo el país, complementadas con una sólida plataforma de comercio electrónico que amplía su alcance en el mercado. Los proyectos clave se han centrado en mejorar las capacidades digitales y optimizar su cadena de suministro para satisfacer mejor las demandas de los consumidores y al mismo tiempo mantener la eficiencia de costos. Estas iniciativas son parte del objetivo más amplio de Kirkland de mejorar la experiencia del cliente y la efectividad operativa, posicionándose competitivamente en un entorno minorista dinámico.";Tiendas minoristas, no clasificadas en otra parte;;37.27;15.65;19.04;9.72;6.55;26.13;0.00;23.24;91.61
24;37  ↑;"LIVE / Live Ventures Incorporated 
Live Ventures Incorporated, con sede en los Estados Unidos, opera como un holding diversificado en diversas industrias, incluidas la fabricación, el comercio minorista y el marketing en línea. La empresa adquiere estratégicamente negocios rentables en una variedad de sectores que demuestran potencial a largo plazo para un crecimiento sostenible y fuertes retornos. Entre sus adquisiciones importantes se encuentran empresas involucradas en la fabricación de textiles y prendas de vestir, como Vintage Stock, un minorista y distribuidor de películas, música, artículos coleccionables y productos de juegos; Marquis Industries, un destacado fabricante de alfombras y pisos de superficie dura; y Precision Marshall, un fabricante de aceros para herramientas de primera calidad y aleaciones especiales. El modelo de negocio de Live Ventures enfatiza la mejora del valor a través de mejoras operativas, gestión estratégica de activos y aprovechamiento de sinergias entre sus subsidiarias.";Venta al por menor miscelánea;;51.14;7.99;1,097.77;0.77;1.00;6.16;25.00;55.04;91.29
25;3  ↓;UP / Wheels Up Experience Inc.;Transporte Aéreo, No Regular;;999.25;37.44;-36.21;16.97;6.40;3.33;55.00;96.03;91.23
26;16  ↓;"QMCO / Quantum Corporation 
Quantum Corporation, con sede en Estados Unidos, opera principalmente en la industria del almacenamiento de datos y se especializa en soluciones escalables diseñadas para preservar, administrar y acceder a activos digitales. La sólida línea de productos de la compañía incluye hardware de sistemas de archivos de alto rendimiento, sistemas de almacenamiento de objetos y tecnología de automatización de cintas, que atienden tanto a clientes de nivel empresarial como a necesidades específicas de la industria. Quantum ha marcado su influencia a través de innovaciones estratégicas en la captura y análisis de grandes cantidades de datos no estructurados, particularmente en sectores como videovigilancia, medios y entretenimiento, y servicios basados en la nube. Estos esfuerzos se centran en mejorar la accesibilidad y la seguridad de los datos, proporcionando soluciones integrales que aborden los desafíos de los entornos con uso intensivo de datos. Además, la dedicación de Quantum a la I+D garantiza que su tecnología se mantenga a la vanguardia y mantenga su relevancia en un panorama digital en rápida evolución.";Dispositivos de almacenamiento informático;;43.94;31.54;-6.74;4.28;1.33;-7.79;450.00;45.12;91.22
27;146  ↑;"UAVS / AgEagle Aerial Systems, Inc. 
AgEagle Aerial Systems, Inc., con sede en Estados Unidos, es un actor destacado en el sector de la tecnología de imágenes aéreas y drones. La empresa se especializa en proporcionar vehículos aéreos no tripulados (UAV) avanzados y análisis asociados para los sectores agrícola y gubernamental. Una parte importante de su enfoque radica en aprovechar la tecnología de drones para mejorar la agricultura de precisión, permitiendo a los agricultores monitorear la salud de los cultivos, optimizar los insumos y aumentar el rendimiento de manera eficiente con un impacto ambiental mínimo. Además, AgEagle ha ido ampliando progresivamente su alcance en la entrega de paquetes a través de colaboraciones con importantes empresas de comercio electrónico, posicionándose estratégicamente dentro de los panoramas regulatorios y de logística de drones en rápida evolución. Este doble enfoque en agricultura y logística muestra el compromiso de AgEagle de estar a la vanguardia de las aplicaciones de tecnología UAV.";Aeronave;;30.64;16.12;52.40;11.15;1.00;45.00;500.00;17.48;91.21
28;32  ↑;"MCRB / Seres Therapeutics, Inc. 
Seres Therapeutics, Inc., con sede en los Estados Unidos, opera dentro de la industria de la biotecnología y se centra en la terapia con microbiomas. La empresa está a la vanguardia del desarrollo de una nueva clase de fármacos biológicos diseñados para tratar enfermedades mediante la restauración de la función de un microbioma disbiótico. Un proyecto clave de Seres Therapeutics incluye su trabajo en SER-109, un microbioma terapéutico en investigación para la prevención de la infección recurrente por Clostridioides difficile (CDI) en adultos. Este proyecto ha demostrado un potencial significativo y ha alcanzado la fase 3 de ensayos clínicos, lo que subraya sus esfuerzos pioneros en el desarrollo terapéutico de consorcios microbianos. Además, Seres Therapeutics está explorando terapias con microbiomas para afecciones como la colitis ulcerosa y colabora con empresas farmacéuticas líderes para avanzar en su línea de investigación y desarrollo.";Preparaciones Farmacéuticas;;115.26;10.77;2.02;5.74;5.74;10.40;0.30;43.67;91.02
29;3  ↑;WEST / Westrock Coffee Company;Equipos de calefacción, excepto hornos eléctricos y de aire caliente;;678.44;46.21;-0.55;7.46;22.97;9.13;250.00;1.67;91.00
30;98  ↑;"HPK / HighPeak Energy, Inc. 
HighPeak Energy, Inc., con sede en Estados Unidos, opera principalmente en la industria del petróleo y el gas natural. Como empresa energética independiente, se centra en la exploración, adquisición y desarrollo de reservas terrestres de petróleo y gas natural. Un elemento central de las operaciones de HighPeak Energy es su concentración en el desarrollo de activos en la Cuenca Pérmica, específicamente dentro del condado de Howard de Texas. Esta región es reconocida por sus ricos recursos de hidrocarburos, lo que la convierte en un área estratégica para las actividades de perforación y producción de la empresa. HighPeak Energy se compromete a aprovechar tecnologías avanzadas y prácticas sostenibles para optimizar la extracción de recursos y minimizar el impacto ambiental, alineándose con los estándares modernos de producción de energía y las demandas del mercado.";Perforación de pozos de petróleo y gas;;1,306.06;26.01;-7.80;13.69;12.79;14.39;300.00;7.98;90.83
31;27  ↑;CELU / Celularity Inc.;Preparaciones Farmacéuticas;;73.28;12.43;5.47;10.67;19.02;29.55;0.00;255.59;90.83
32;125  ↑;"ANVS / Annovis Bio, Inc. 
Annovis Bio es una empresa de plataforma de fármacos en etapa clínica que aborda la neurodegeneración, como la enfermedad de Alzheimer (EA), la enfermedad de Parkinson (EP) y el Alzheimer en el síndrome de Down (AD-DS).";Preparaciones Farmacéuticas;;51.83;15.75;11.58;13.16;7.28;20.45;100.00;25.37;90.66
33;11  ↑;"NA / Nano Labs Ltd 
Nano Labs Ltd. es una empresa de tecnología con sede en China especializada en el desarrollo y la producción de chips informáticos de alto rendimiento y soluciones tecnológicas relacionadas. La empresa se centra en el diseño de circuitos integrados (CI), principalmente para su uso en aplicaciones como la minería de cadenas de bloques, la inteligencia artificial (IA) y los centros de datos. Nano Labs aprovecha la tecnología avanzada para crear chips energéticamente eficientes que admiten una gran potencia informática, satisfaciendo la creciente demanda de infraestructura digital en industrias como la minería de criptomonedas y la computación en la nube.";Semiconductores y dispositivos relacionados;;109.84;15.74;0.71;1.78;1.00;-13.62;1,000.00;85.87;90.64
34;40  ↑;TYRA / Tyra Biosciences, Inc.;Preparaciones Farmacéuticas;;589.83;38.17;5.71;9.01;14.25;9.08;100.00;1.94;90.52
35;3  ↑;INMB / INmune Bio, Inc.;Productos biológicos, excepto sustancias de diagnóstico (biotecnología);;66.84;61.04;43.72;6.66;1.00;-5.09;150.00;37.48;90.50
36;12  ↑;VOR / Vor Biopharma Inc.;Productos biológicos, excepto sustancias de diagnóstico (biotecnología);;303.39;39.76;461.04;27.35;1.00;52.75;30.00;104.71;90.47
37;6  ↑;ZYXI / Zynex, Inc.;Aparatos electromédicos y electroterapéuticos;;77.39;22.88;-9.87;12.07;9.57;2.20;200.00;17.65;90.38
38;35  ↑;ARTV / Artiva Biotherapeutics, Inc.;;;72.60;10.99;-47.40;5.27;1.38;34.12;600.00;10.29;90.35
39;44  ↑;ZENA / ZenaTech, Inc.;;T;134.45;11.19;1.25;9.48;1.00;14.21;50.00;221.75;90.27
40;7  ↓;NUKK / Nukkleus Inc.;Servicios de consultoría de gestión;;39.21;18.14;82.23;2.90;1.56;-11.32;200.00;32.05;90.27
41;28  ↑;"LVWR / LiveWire Group, Inc. 
LiveWire Group, Inc., con sede en Estados Unidos, opera principalmente en la industria de vehículos eléctricos, centrándose en la producción y distribución de motocicletas eléctricas. Como subsidiaria de Harley-Davidson, LiveWire está en una posición única para aprovechar la tecnología avanzada y una marca establecida dentro del nicho de los deportes de motor eléctrico. En particular, LiveWire ha encabezado iniciativas como el lanzamiento de la primera motocicleta eléctrica, LiveWire ONE, que enfatiza el rendimiento combinado con soluciones de movilidad sostenible. La compañía apunta a expandir su participación de mercado e influencia en la tecnología de vehículos eléctricos innovando en diseño, experiencia del consumidor y métricas de desempeño, reforzando su huella en un mercado cada vez más consciente del medio ambiente.";Motocicletas, Bicicletas y Repuestos;;856.65;14.08;37.03;10.00;9.15;3.06;9.00;135.37;90.18
42;9  ↑;NAKA / Kindly MD, Inc.;;;63.59;15.30;99.41;3.02;1.00;-11.12;75.00;142.45;89.89
43;10  ↑;"CRBP / Corbus Pharmaceuticals Holdings, Inc. 
Corbus Pharmaceuticals Holdings es una empresa en etapa clínica centrada en el desarrollo y comercialización de nuevos medicamentos diseñados para apuntar al sistema endocannabinoide.";Preparaciones Farmacéuticas;;117.68;20.50;-17.48;5.98;5.62;15.42;45.00;1.01;89.88
44;72  ↑;SRFM / Surf Air Mobility Inc.;Transporte Aéreo, No Regular;;98.54;18.39;188.30;17.86;1.00;15.92;1,500.00;15.44;89.71
45;14  ↓;AIFF / Firefly Neuroscience, Inc.;;;34.34;16.57;218.74;7.15;1.00;-0.44;200.00;54.51;89.63
46;10  ↓;"DNTH / Dianthus Therapeutics, Inc. 
Dianthus Therapeutics, Inc., con sede en Estados Unidos, opera dentro de la industria de la biotecnología y se centra principalmente en el desarrollo de soluciones terapéuticas innovadoras. La empresa se dedica a avanzar en el campo de la inmunología, con un énfasis significativo en el diseño y comercialización de tratamientos novedosos destinados a abordar enfermedades autoinmunes e inflamatorias. Los proyectos clave incluyen el desarrollo de terapias dirigidas que tienen como objetivo modular el sistema inmunológico de manera precisa, ofreciendo así beneficios potenciales sobre los tratamientos tradicionales con menos efectos secundarios y mayor eficacia. Dianthus Therapeutics aprovecha la investigación y la tecnología de vanguardia para construir una sólida cartera de candidatos a fármacos, posicionándolo como un actor formidable en el campo de la investigación médica centrado en soluciones transformadoras de atención médica.";Preparaciones Farmacéuticas;;715.77;62.37;2.49;4.14;23.11;12.48;150.00;0.50;89.58
47;28  ↑;PSIX / Power Solutions International, Inc.;Motores y turbinas;;2,049.09;12.81;143.99;5.64;1.37;11.07;500.00;4.49;89.53
48;7  ↓;"KRUS / Kura Sushi USA, Inc. 
Kura Sushi USA, Inc. es un concepto de restaurante japonés con 28 ubicaciones en seis estados y Washington DC. La Compañía ofrece a los huéspedes una experiencia gastronómica distintiva basada en la auténtica cocina japonesa y un atractivo modelo de servicio de sushi giratorio.";Restaurantes, restaurantes y lugares para comer;;1,088.28;27.39;-5.95;4.19;7.38;6.70;85.00;0.65;89.47
49;76  ↑;SNWV / SANUWAVE Health, Inc.;Instrumentos y aparatos quirúrgicos y médicos;;307.23;9.81;468.94;4.33;2.04;2.91;150.00;18.23;89.44
50;4  ↑;MFI / mF International Limited;Empresas diversas Entidades de crédito;;45.82;13.20;-18.31;0.46;1.00;-7.15;85.00;11.48;89.43
51;11  ↑;"RCEL / AVITA Medical, Inc. 
AVITA Medical, Inc., con sede en Valencia, California, EE. UU., opera en la industria de la biotecnología y se centra principalmente en la medicina regenerativa y la reparación de la piel. La empresa es reconocida por su plataforma tecnológica patentada, RECELL, que facilita la creación rápida de células cutáneas autólogas para tratar una variedad de problemas de la piel, incluidas quemaduras, heridas crónicas e imperfecciones estéticas. Los proyectos clave de AVITA giran en torno a ampliar las aplicaciones terapéuticas del sistema RECELL y optimizar los protocolos de tratamiento para la atención de quemaduras, lo que tiene implicaciones fundamentales para reducir significativamente las estancias hospitalarias y mejorar los resultados de recuperación de los pacientes. La empresa se centra estratégicamente en la investigación clínica y las colaboraciones para mejorar y validar su oferta de productos regenerativos a escala global.";Instrumentos y aparatos quirúrgicos y médicos;;153.59;20.96;22.17;20.66;16.97;6.27;20.00;23.49;89.36
52;104  ↑;ACDC / ProFrac Holding Corp.;Servicios de yacimientos de petróleo y gas, no clasificados en otra parte;;1,302.43;17.61;-22.83;14.95;3.03;3.93;400.00;19.58;89.31
53;25  ↑;BDMD / Baird Medical Investment Holdings Limited;;;52.77;10.67;12.39;0.71;1.00;-26.11;400.00;553.12;89.23
54;67  ↑;NCL / Northann Corp.;;;17.64;18.19;-55.54;8.96;1.00;1.21;1,800.00;9.85;89.17
55;11  ↑;"AEHR / Aehr Test Systems, Inc. 
Aehr Test Systems es un proveedor líder de equipos de prueba de semiconductores con sede en los Estados Unidos, con sede en Fremont, California. Operando principalmente en la industria de los semiconductores, la empresa se centra en el desarrollo y la fabricación de sistemas avanzados para garantizar la fiabilidad de los dispositivos semiconductores tanto durante las fases de producción como de posproducción. Los productos clave incluyen accesorios de prueba, precintado y sistemas de prueba que son esenciales para evaluar la funcionalidad y resistencia de circuitos integrados y obleas de silicio. Un proyecto destacado es su sistema FOX-XP, que admite una producción de gran volumen y pruebas tempranas de tasa de fallas de chips de memoria y lógica complejos. Las innovaciones de Aehr sirven principalmente a los mercados de automoción, electrónica de consumo y almacenamiento de datos, ayudando a los fabricantes a mejorar la calidad y confiabilidad de los productos electrónicos de vanguardia.";Instrumentos para Medición y Prueba de Electricidad y Señales Eléctricas;;624.73;24.73;-2.22;19.96;6.44;30.20;450.00;6.67;89.11
56;6  ↓;"LFVN / LifeVantage Corporation 
LifeVantage Corporation, con sede en Estados Unidos, opera en el sector de la salud y el bienestar, centrándose principalmente en nutracéuticos y suplementos dietéticos. La empresa utiliza un modelo de venta directa para comercializar sus productos, que incluyen soluciones antienvejecimiento y de bienestar diseñadas a nivel celular. Entre sus importantes líneas de productos se encuentran Protandim®, un suplemento dietético científicamente formulado que mejora los procesos naturales de reparación celular del cuerpo, y TrueScience®, un régimen de cuidado de la piel basado en ciencia antienvejecimiento de vanguardia. LifeVantage también hace hincapié en aprovechar la investigación en nutrigenómica, estudiando cómo la nutrición y los compuestos naturales afectan el genoma humano, buscando así activamente la innovación en biohacking para optimizar el bienestar. Este enfoque subraya el compromiso de la empresa con el avance de las tecnologías sanitarias a través de la ciencia basada en evidencia.";Preparaciones Farmacéuticas;;165.19;26.14;8.62;6.34;9.13;1.46;100.00;1.91;89.11
57;2  ↑;SPCE / Virgin Galactic Holdings, Inc.;Servicios de transporte;;156.76;28.93;-10.28;28.34;4.81;7.57;650.00;60.48;89.11
58;6  ↑;PROP / Prairie Operating Co.;Productos químicos orgánicos industriales;;162.54;19.57;43.68;15.57;2.78;3.86;1,300.00;10.88;88.97
59;42  ↑;"BEEM / Beam Global 
Beam Global produce tecnología para la carga de vehículos eléctricos (EV), medios exteriores y seguridad energética, sin la construcción, interrupciones, riesgos y costos de las soluciones conectadas a la red.";Semiconductores y dispositivos relacionados;;39.11;12.01;117.68;12.82;1.00;17.49;300.00;19.47;88.97
60;35  ↑;IMPP / Imperial Petroleum Inc.;Transporte extranjero de carga en aguas profundas;;103.80;22.93;7.25;9.39;7.77;0.98;1,300.00;5.63;88.87
61;9  ↑;ZBIO / Zenas BioPharma, Inc.;;;687.55;24.34;3.86;15.85;27.93;30.54;60.00;3.15;88.86
62;17  ↑;SEPN / Septerna, Inc.;;;609.06;19.72;-4.85;14.59;6.32;14.65;150.00;4.07;88.77
63;14  ↑;LZMH / LZ Technology Holdings Limited;;;930.00;13.57;-9.91;4.03;1.00;-22.70;10.00;559.68;88.69
64;35  ↑;"DTIL / Precision BioSciences, Inc. 
Precision BioSciences, Inc. es una empresa de biotecnología con sede en Estados Unidos. Especializada en el desarrollo de tecnologías de edición genética, la empresa opera principalmente en el sector sanitario. Emplea su plataforma patentada de edición del genoma ARCUS para desarrollar terapias que potencialmente pueden tratar una variedad de enfermedades, incluidas dolencias genéticamente influenciadas y diversas formas de cáncer. Precision BioSciences se centra en proyectos terapéuticos y agrícolas, con el objetivo de mejorar la salud humana y la sostenibilidad alimentaria. Las iniciativas clave incluyen nuevas terapias genéticas para la hepatitis B aguda y programas de inmunooncología dirigidos al linfoma. Su enfoque innovador busca precisar y minimizar las ediciones genéticas no deseadas, lo que refleja un avance significativo en el ámbito de la ingeniería genética.";Productos biológicos, excepto sustancias de diagnóstico (biotecnología);;54.01;14.22;137.89;7.83;1.34;9.53;250.00;2.94;88.65
65;118  ↑;"LTBR / Lightbridge Corporation 
Lightbridge Corporation, con sede en Estados Unidos, opera principalmente en el sector de la energía nuclear. La empresa se dedica a desarrollar tecnologías de combustible nuclear más seguras y eficientes, lo cual se resume en su trabajo pionero en combustible metálico diseñado para mejorar el rendimiento operativo y la seguridad de las centrales nucleares. Un proyecto clave que subraya el enfoque innovador de Lightbridge es su colaboración con Framatome, destinada a desarrollar y comercializar conjuntos de combustible nuclear avanzados. Esta colaboración tiene como objetivo combinar la tecnología única de combustible metálico de Lightbridge con la experiencia de Framatome en el diseño de conjuntos de combustible nuclear, fomentando así soluciones de energía nuclear más seguras y económicamente eficientes. Esta asociación ejemplifica el enfoque estratégico de Lightbridge para aprovechar las colaboraciones técnicas para impulsar el avance tecnológico y la penetración en el mercado en la industria de la energía nuclear.";Servicios de consultoría de gestión;;323.14;21.23;30.62;15.98;2.43;9.22;400.00;4.56;88.57
66;2  ↑;"ASST / Asset Entities Inc. 
Asset Entities Inc. es una empresa estadounidense que brinda servicios de marketing en redes sociales en plataformas como Discord y TikTok.";Servicios financieros;;59.28;25.32;8.56;10.53;1.84;-9.45;70.00;135.62;88.49
